Flying Press,Fighting,100,95,10,,The user dives down onto the target from the sky. This move is Fighting and Flying type simultaneously
Fairy Lock,Fairy,,,10,,By locking down the battlefield, the user keeps all Pokémon from fleeing during the next turn
Crafty Shield,Fairy,,,10,,The user protects itself and its allies from status moves with a mysterious power. This does not stop moves that do damage
Forest's Curse,Grass,,100,20,,The user puts a forest curse on the target. The target is now Grass type as well
Trick-or-Treat,Ghost,,100,20,,The user takes the target trick-or-treating. This adds Ghost type to the target's type
Geomancy,Fairy,,,10,,The user absorbs energy and sharply raises its Sp. Atk, Sp. Def, and Speed stats on the next turn
Oblivion Wing,Flying,80,100,10,,The user absorbs its target's HP. The user's HP is restored by over half of the damage taken by the target
Focus Blast,Fighting,120,70,5,10,The user heightens its mental focus and unleashes its power. This may also lower the target's  Sp. Def stat
Land's Wrath,Ground,90,100,10,,The user gathers the energy of the land and focuses that power on opposing Pokémon to damage them
Diamond Storm,Rock,100,95,5,50,The user whips up a storm of diamonds to damage opposing Pokémon. This may also sharply raise the user's Defense stat
Hyperspace Hole,Psychic,80,,5,,Using a hyperspace hole, the user appears right next to the target and strikes. This also hits a target using a move such as Protect or Detect
Steam Eruption,Water,110,95,5,30,The user immerses the target in superheated steam. This may also leave the target with a burn
Leafage,Grass,40,100,40,,The user attacks by pelting the target with leaves
Spirit Shackle,Ghost,80,100,10,,The user attacks while simultaneously stitching the target's shadow to the ground to prevent the target from escaping
Darkest Lariat,Dark,85,100,10,,The user swings both arms and hits the target. The target's stat changes don't affect this attack's damage
Throat Chop,Dark,80,100,15,100,The user attacks the target's throat, and the resultant suffering prevents the target from using moves that emit sound for two turns
Sparkling Aria,Water,90,100,10,,The user bursts into song, emitting many bubbles. Any Pokémon suffering from a burn will be healed by the touch of these bubbles
Beak Blast,Flying,100,100,15,,The user first heats up its beak, and then it attacks the target. Making direct contact with the Pokémon while it's heating up its beak results in a burn
Ice Hammer,Ice,100,90,10,100,The user swings and hits with its strong, heavy fist. It lowers the user's Speed, however
Revelation Dance,Normal,90,100,15,,The user attacks the target by dancing very hard. The user's type determines the type of this move
Dazzling Gleam,Fairy,80,100,10,,The user damages opposing Pokémon by emitting a powerful flash
Pollen Puff,Bug,90,100,15,,The user attacks the enemy with a pollen puff that explodes. If the target is an ally, it gives the ally a pollen puff that restores its HP instead
Accelerock,Rock,40,100,20,,The user smashes into the target at high speed. This move always goes first
Liquidation,Water,85,100,10,20,The user slams into the target using a full-force blast of water. This may also lower the target's Defense stat
Baneful Bunker,Poison,,,10,,In addition to protecting the user from attacks, this move also poisons any attacker that makes direct contact
Solar Blade,Grass,125,100,10,,In this two-turn attack, the user gathers light and fills a blade with the light's energy, attacking the target on the next turn
Strength Sap,Grass,,100,10,100,The user restores its HP by the same amount as the target's Attack stat. It also lowers the target's Attack stat
Brutal Swing,Dark,60,100,20,,The user swings its body around violently to inflict damage on everything in its vicinity
Trop Kick,Grass,70,100,15,100,The user lands an intense kick of tropical origins on the target. This also lowers the target's Attack stat
Floral Healing,Fairy,,,10,,The user restores the target's HP by up to half of its max HP. It restores more HP when the terrain is grass
Instruct,Psychic,,,15,,The user instructs the target to use the target's last move again
First Impression,Bug,90,100,10,,Although this move has great power, it only works the first turn the user is in battle
Shore Up,Ground,,,10,,The user regains up to half of its max HP. It restores more HP in a sandstorm
Purify,Poison,,,20,,The user heals the target's status condition. If the move succeeds, it also restores the user's own HP
Multi-Attack,Normal,90,100,10,,Cloaking itself in high energy, the user slams into the target. The memory held determines the move's type
Shell Trap,Fire,150,100,5,,The user sets a shell trap. If the user is hit by a physical move, the trap will explode and inflict damage on the opposing Pokémon
Zing Zap,Electric,80,100,10,30,A strong electric blast crashes down on the target, giving it an electric shock. This may also make the target flinch
Psychic Fangs,Psychic,85,100,10,,The user bites the target with its psychic capabilities. This can also destroy Light Screen and Reflect
Anchor Shot,Steel,80,100,20,,The user entangles the target with its anchor chain while attacking. The target becomes unable to flee
Clanging Scales,Dragon,110,100,5,100,The user rubs the scales on its entire body and makes a huge noise to attack the opposing Pokémon. The user's Defense stat goes down after the attack
Nature's Madness,Fairy,,90,10,,The user hits the target with the force of nature. It halves the target's HP
Sunsteel Strike,Steel,100,100,5,,The user slams into the target with the force of a meteor. This move can be used on the target  regardless of its Abilities
Moongeist Beam,Ghost,100,100,5,,The user emits a sinister ray to attack the target. This move can be used on the target regardless of  its Abilities
Speed Swap,Psychic,,,10,,The user exchanges Speed stats with the target
Cut,Normal,50,95,30,,The target is cut with a scythe or claw
Prismatic Laser,Psychic,160,100,10,,The user shoots powerful lasers using the power of a prism. The user can't move on the next turn
Fleur Cannon,Fairy,130,90,5,100,The user unleashes a strong beam. The attack's recoil harshly lowers the user's Sp. Atk stat
Spectral Thief,Ghost,90,100,10,,The user hides in the target's shadow, steals the target's stat boosts, and then attacks
Mind Blown,Fire,150,100,5,,The user attacks everything around it by causing its own head to explode. This also damages the user
Plasma Fists,Electric,100,100,15,100,The user attacks with electrically charged fists. This move changes Normal-type moves to Electric-type moves
Double Iron Bash,Steel,60,100,5,30,The user rotates, centering the hex nut in its chest, and then strikes with its arms twice in a row. This may also make the target flinch
